adsl-70-19.38-151.net24.it - - [01/Oct/2006:07:17:45 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "AppleSyndication/54"
bas2-toronto63-1177697843.dsl.bell.ca - - [01/Oct/2006:07:17:54 -0700] "GET /ongoing/When/200x/2006/09/29/Dynamic-IDE HTTP/1.1" 200 7198 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
bas2-toronto63-1177697843.dsl.bell.ca - - [01/Oct/2006:07:17:55 -0700] "GET /ongoing/sans.css HTTP/1.1" 200 4838 "http://www.tbray.org/ongoing/When/200x/2006/09/29/Dynamic-IDE" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
bas2-toronto63-1177697843.dsl.bell.ca - - [01/Oct/2006:07:17:55 -0700] "GET /ongoing/ongoing.js HTTP/1.1" 200 6685 "http://www.tbray.org/ongoing/When/200x/2006/09/29/Dynamic-IDE" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
bas2-toronto63-1177697843.dsl.bell.ca - - [01/Oct/2006:07:17:55 -0700] "GET /ongoing/serif.css HTTP/1.1" 200 4824 "http://www.tbray.org/ongoing/When/200x/2006/09/29/Dynamic-IDE" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
bas2-toronto63-1177697843.dsl.bell.ca - - [01/Oct/2006:07:17:56 -0700] "GET /ongoing/potd.png HTTP/1.1" 200 83661 "http://www.tbray.org/ongoing/When/200x/2006/09/29/Dynamic-IDE" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
bas2-toronto63-1177697843.dsl.bell.ca - - [01/Oct/2006:07:17:56 -0700] "GET /ongoing/sake60.jpg HTTP/1.1" 200 100622 "http://www.tbray.org/ongoing/When/200x/2006/09/29/Dynamic-IDE" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
bas2-toronto63-1177697843.dsl.bell.ca - - [01/Oct/2006:07:17:56 -0700] "GET /ongoing/in-feed.xml HTTP/1.1" 304 - "http://www.tbray.org/ongoing/When/200x/2006/09/29/Dynamic-IDE" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
bas2-toronto63-1177697843.dsl.bell.ca - - [01/Oct/2006:07:17:56 -0700] "GET /ongoing/When/200x/2006/09/29/Dynamic-IDE.comments HTTP/1.1" 200 2936 "http://www.tbray.org/ongoing/When/200x/2006/09/29/Dynamic-IDE" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
bas2-toronto63-1177697843.dsl.bell.ca - - [01/Oct/2006:07:17:56 -0700] "GET /ongoing/picInfo.xml?o=http://www.tbray.org/ongoing/When/200x/2006/09/29/Dynamic-IDE HTTP/1.1" 200 148 "http://www.tbray.org/ongoing/When/200x/2006/09/29/Dynamic-IDE" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko) Safari/419.3"
70-41-244-118.cust.wildblue.net - - [01/Oct/2006:07:17:56 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1 (Mac OS X; http://ranchero.com/netnewswire/)"
p5081294f.dip0.t-ipconnect.de - - [01/Oct/2006:07:17:56 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1.1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
64.78.155.100 - - [01/Oct/2006:07:17:57 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NewsGatorOnline/2.0 (http://www.newsgator.com; 9 subscribers)"
host86-132-30-187.range86-132.btcentralplus.com - - [01/Oct/2006:07:17:58 -0700] "GET /ongoing/ongoing.atom HTTP/1.0" 304 - "-" "BitTorrent/4.0.0"
84-74-213-33.dclient.hispeed.ch - - [01/Oct/2006:07:17:58 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1b37 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
lj601866.inktomisearch.com - - [01/Oct/2006:07:17:58 -0700] "GET /ongoing/When/200x/2006/06/19/World-Cup HTTP/1.0" 200 8370 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
146-115-120-78.c3-0.smr-ubr2.sbo-smr.ma.cable.rcn.com - - [01/Oct/2006:07:17:58 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1 (Mac OS X; http://ranchero.com/netnewswire/)"
c-24-8-139-254.hsd1.co.comcast.net - - [01/Oct/2006:07:17:58 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.0.1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
119.31-241-81.adsl-dyn.isp.belgacom.be - - [01/Oct/2006:07:17:59 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 327 "-" "AppleSyndication/52"
202-156-13-3.cache.maxonline.com.sg - - [01/Oct/2006:07:17:59 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 327 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.0.7) Gecko/20060909 Firefox/1.5.0.7"
k141cluster2.fsv.cvut.cz - - [01/Oct/2006:07:17:59 -0700] "GET /ongoing/When/200x/2003/02/20/Norfolk%20Trip HTTP/1.0" 200 6642 "-" "Firefox kastaneta03@hotmail.com"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:17:59 -0700] "GET /ongoing/When/200x/2004/08/07/Loosestrife HTTP/1.1" 200 5589 "http://search.msn.com/results.aspx?q=gooseneck+loosestrife&FORM=MSNH" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
helium.samage.net - - [01/Oct/2006:07:17:59 -0700] "GET /ongoing/ongoing.rss HTTP/1.0" 301 315 "-" "MagpieRSS/0.7 (+http://magpierss.sf.net; No cache)"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:17:59 -0700] "GET /ongoing/ongoing.js HTTP/1.1" 200 6685 "http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:17:59 -0700] "GET /ongoing/sake60.jpg HTTP/1.1" 200 100622 "http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
helium.samage.net - - [01/Oct/2006:07:17:59 -0700] "GET /ongoing/ongoing.atom HTTP/1.0" 200 44877 "-" "MagpieRSS/0.7 (+http://magpierss.sf.net; No cache)"
119.31-241-81.adsl-dyn.isp.belgacom.be - - [01/Oct/2006:07:18:00 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 200 44877 "-" "CFNetwork/4.0"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:18:00 -0700] "GET /ongoing/When/200x/2004/08/07/IMGP0489.png HTTP/1.1" 200 230507 "http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:18:00 -0700] "GET /ongoing/When/200x/2004/08/07/IMGP0481.png HTTP/1.1" 200 240076 "http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:18:00 -0700] "GET /ongoing/When/200x/2004/08/07/IMGP0480.png HTTP/1.1" 200 145717 "http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:18:01 -0700] "GET /ongoing/Feed.png HTTP/1.1" 200 786 "http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:18:01 -0700] "GET /ongoing/in-feed.xml HTTP/1.1" 200 964 "http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:18:01 -0700] "GET /ongoing/When/200x/2004/08/07/Loosestrife.comments HTTP/1.1" 200 0 "http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
d-65-175-190-194.metrocast.net - - [01/Oct/2006:07:18:01 -0700] "GET /ongoing/picInfo.xml?o=http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife HTTP/1.1" 200 148 "http://www.tbray.org/ongoing/When/200x/2004/08/07/Loosestrife" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.0.3705)"
12-216-17-61.client.mchsi.com - - [01/Oct/2006:07:18:02 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 322 "-" "GreatNews/1.0"
12-216-17-61.client.mchsi.com - - [01/Oct/2006:07:18:02 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 327 "-" "GreatNews/1.0"
d-216-246-149-215.metrocast.net - - [01/Oct/2006:07:18:02 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1 (Mac OS X; http://ranchero.com/netnewswire/)"
12-216-17-61.client.mchsi.com - - [01/Oct/2006:07:18:02 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "GreatNews/1.0"
k141cluster2.fsv.cvut.cz - - [01/Oct/2006:07:18:03 -0700] "GET /ongoing/When/200x/2005/11/18/ HTTP/1.0" 200 4351 "-" "Firefox kastaneta03@hotmail.com"
216-99-213-168.dsl.aracnet.com - - [01/Oct/2006:07:18:05 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1b33 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
208.201.196.81 - - [01/Oct/2006:07:18:05 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
lm502000.inktomisearch.com - - [01/Oct/2006:07:18:05 -0700] "GET /ongoing/When/200x/2005/10/06/Whats-Happening HTTP/1.0" 200 5852 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
k141cluster2.fsv.cvut.cz - - [01/Oct/2006:07:18:07 -0700] "GET /ongoing/When/200x/2005/11/18/NetBeans-Progress HTTP/1.0" 200 8681 "-" "Firefox kastaneta03@hotmail.com"
219.121.37.126 - - [01/Oct/2006:07:18:08 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1b33 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
chello080108092034.22.11.vie.surfer.at - - [01/Oct/2006:07:18:08 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1.1 (Mac OS X; http://ranchero.com/netnewswire/)"
host86-137-48-32.range86-137.btcentralplus.com - - [01/Oct/2006:07:18:08 -0700] "GET /ongoing/ongoing.rss HTTP/1.0" 301 310 "-" "BitTorrent/4.0.0"
pool-71-114-54-196.washdc.dsl-w.verizon.net - - [01/Oct/2006:07:18:08 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "Vienna/2.1.0.2104"
host86-137-48-32.range86-137.btcentralplus.com - - [01/Oct/2006:07:18:08 -0700] "GET /ongoing/ongoing.rss HTTP/1.0" 301 315 "-" "BitTorrent/4.0.0"
host86-137-48-32.range86-137.btcentralplus.com - - [01/Oct/2006:07:18:09 -0700] "GET /ongoing/ongoing.atom HTTP/1.0" 304 - "-" "BitTorrent/4.0.0"
host-87-74-77-238.bulldogdsl.com - - [01/Oct/2006:07:18:09 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1.1 (Mac OS X; http://ranchero.com/netnewswire/)"
belf-cache-3.server.ntli.net - - [01/Oct/2006:07:18:09 -0700] "GET /ongoing/When/200x/2005/11/03/Cars-and-Office-Suites HTTP/1.1" 200 5668 "http://www.angelfire.com/wizard2/release/personaldevelopment/" "Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)"
pitr.tlg.sgsnet.se - - [01/Oct/2006:07:18:09 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 301 323 "-" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.7) Gecko/20060830 Firefox/1.5.0.7 (Debian-1.5.dfsg+1.5.0.7-1)"
pitr.tlg.sgsnet.se - - [01/Oct/2006:07:18:09 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.7) Gecko/20060830 Firefox/1.5.0.7 (Debian-1.5.dfsg+1.5.0.7-1)"
belf-cache-5.server.ntli.net - - [01/Oct/2006:07:18:09 -0700] "GET /ongoing/When/200x/2005/11/03/Cars-and-Office-Suites HTTP/1.1" 200 5668 "http://www.angelfire.com/wizard2/release/hypnosis.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)"
belf-cache-1.server.ntli.net - - [01/Oct/2006:07:18:10 -0700] "GET /ongoing/When/200x/2005/11/03/Cars-and-Office-Suites HTTP/1.1" 200 5668 "http://www.personal-development.info/bobdoyle.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)"
202.71.73.221 - - [01/Oct/2006:07:18:10 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.7) Gecko/20060921 Ubuntu/dapper-security Firefox/1.5.0.7"
203.14.171.190 - - [01/Oct/2006:07:18:10 -0700] "GET /ongoing/ongoing.atom HTTP/1.0" 304 - "-" "Liferea/1.0.12 (Linux; en_AU.UTF-8; http://liferea.sf.net/)"
belf-cache-2.server.ntli.net - - [01/Oct/2006:07:18:10 -0700] "GET /ongoing/When/200x/2005/11/03/Cars-and-Office-Suites HTTP/1.1" 200 5668 "http://www.personal-development.info/bobdoyle.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)"
82-44-226-184.cable.ubr11.haye.blueyonder.co.uk - - [01/Oct/2006:07:18:10 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 327 "-" "nntprss/0.5-beta-1 (Linux 2.6.17-1.2142_FC4 i386; http://www.methodize.org/nntprss/)"
82-44-226-184.cable.ubr11.haye.blueyonder.co.uk - - [01/Oct/2006:07:18:11 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "nntprss/0.5-beta-1 (Linux 2.6.17-1.2142_FC4 i386; http://www.methodize.org/nntprss/)"
belf-cache-3.server.ntli.net - - [01/Oct/2006:07:18:11 -0700] "GET /ongoing/When/200x/2005/11/03/Cars-and-Office-Suites HTTP/1.1" 200 5668 "http://www.angelfire.com/wizard2/release/hypnosis.html" "Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)"
belf-cache-4.server.ntli.net - - [01/Oct/2006:07:18:11 -0700] "GET /ongoing/When/200x/2005/11/03/Cars-and-Office-Suites HTTP/1.1" 200 5668 "http://www.angelfire.com/wizard2/release/personaldevelopment/" "Mozilla/4.0 (compatible; MSIE 5.01; Windows 98)"
k141cluster2.fsv.cvut.cz - - [01/Oct/2006:07:18:12 -0700] "GET /ongoing/When/200x/2005/11/20/Regex-Promises HTTP/1.0" 200 4994 "-" "Firefox kastaneta03@hotmail.com"
c-71-196-234-133.hsd1.co.comcast.net - - [01/Oct/2006:07:18:15 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 322 "-" "AppleSyndication/54"
c-71-196-234-133.hsd1.co.comcast.net - - [01/Oct/2006:07:18:16 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 327 "-" "AppleSyndication/54"
c-71-196-234-133.hsd1.co.comcast.net - - [01/Oct/2006:07:18:16 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "AppleSyndication/54"
ip68-0-16-252.hr.hr.cox.net - - [01/Oct/2006:07:18:16 -0700] "GET /ongoing/rsslogo.jpg HTTP/1.1" 200 30928 "-" "NetNewsWire/2.1.1 (Mac OS X; http://ranchero.com/netnewswire/)"
k141cluster2.fsv.cvut.cz - - [01/Oct/2006:07:18:17 -0700] "GET /ongoing/When/200x/2005/11/14/Niagaras-and-Hummers HTTP/1.0" 200 4724 "-" "Firefox kastaneta03@hotmail.com"
67-42-222-187.ptld.qwest.net - - [01/Oct/2006:07:18:18 -0700] "GET /ongoing/ongoing.atom HTTP/1.0" 304 - "-" "Liferea/1.0.12 (Linux; en_US.UTF-8; http://liferea.sf.net/)"
c-24-9-38-192.hsd1.co.comcast.net - - [01/Oct/2006:07:18:18 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1.1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
lm502024.inktomisearch.com - - [01/Oct/2006:07:18:19 -0700] "GET /ongoing/When/200x/2004/07/07/JNPerf HTTP/1.0" 200 4958 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
ver91-1-82-230-71-214.fbx.proxad.net - - [01/Oct/2006:07:18:20 -0700] "GET /favicon.ico HTTP/1.1" 200 318 "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/418.9 (KHTML, like Gecko)"
utsire.com - - [01/Oct/2006:07:18:21 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 200 44877 "-" "shrook.com/"
c-68-40-180-248.hsd1.mi.comcast.net - - [01/Oct/2006:07:18:21 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1b37 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
mini.macnerds.de - - [01/Oct/2006:07:18:24 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "AppleSyndication/54"
acad3bb6.ipt.aol.com - - [01/Oct/2006:07:18:25 -0700] "GET /ongoing/When/200x/2003/04/24/WS.png HTTP/1.1" 200 22332 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; de) Opera 8.51"
dsl.static8597185186.ttnet.net.tr - - [01/Oct/2006:07:18:25 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 327 "-" "JetBrains Omea Reader 2.1.4 (http://www.jetbrains.com/omea/reader/)"
abo-41-75-69.mtp.modulonet.fr - - [01/Oct/2006:07:18:27 -0700] "GET /ongoing/When/200x/2006/07/28/Open-Data HTTP/1.1" 200 6332 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
admin.oreillynet.com - - [01/Oct/2006:07:18:27 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 327 "-" "Meerkat-Collector/2.1"
samaaron.plus.com - - [01/Oct/2006:07:18:27 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1b37 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
admin.oreillynet.com - - [01/Oct/2006:07:18:28 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 200 44877 "-" "Meerkat-Collector/2.1"
a175-161.24online.fi - - [01/Oct/2006:07:18:28 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1b37 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
c-66-177-152-106.hsd1.fl.comcast.net - - [01/Oct/2006:07:18:28 -0700] "GET /ongoing/When/200x/2004/12/12/Browser-Market-Share.png HTTP/1.1" 200 28962 "http://jeremy.zawodny.com/~jzawodn/blog/archives/cat_yahoo.html" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
dsl.static8597185186.ttnet.net.tr - - [01/Oct/2006:07:18:28 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "JetBrains Omea Reader 2.1.4 (http://www.jetbrains.com/omea/reader/)"
freerangeinc.virtual.vps-host.net - - [01/Oct/2006:07:18:31 -0700] "GET /ongoing/When/200x/2006/09/29/Startup-Camp HTTP/1.1" 200 4500 "-" "freenews"
ip72-192-124-187.ok.ok.cox.net - - [01/Oct/2006:07:18:31 -0700] "GET /ongoing/When/200x/2003/04/06/0F03.png HTTP/1.1" 304 - "http://www.hanselman.com/blog/CategoryView.aspx?category=XML" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)"
ns1.hostingt.net - - [01/Oct/2006:07:18:31 -0700] "GET /ongoing/When/200x/2005/09/06/Mass-XML HTTP/1.0" 200 5280 "-" "<a href='http://www.netforex.org'> Forex Trading Network Organization </a> info@netforex.org"
caesious.beasts.org - - [01/Oct/2006:07:18:33 -0700] "GET /ongoing/ongoing.rss HTTP/1.1" 301 327 "-" "Mozilla/5.0 (compatible; headlines $Id: headlines,v 1.3 2005/02/06 15:49:41 chris Exp chris $)"
caesious.beasts.org - - [01/Oct/2006:07:18:33 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "Mozilla/5.0 (compatible; headlines $Id: headlines,v 1.3 2005/02/06 15:49:41 chris Exp chris $)"
a80-126-63-1.adsl.xs4all.nl - - [01/Oct/2006:07:18:33 -0700] "GET /ongoing/ongoing.rss HTTP/1.0" 301 310 "-" "BlogMatrix Jaeger 1.6 (http://jaeger.blogmatrix.com)"
c-68-41-75-221.hsd1.mi.comcast.net - - [01/Oct/2006:07:18:33 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.1.1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
cpe00095b180a23-cm000f9f507f2c.cpe.net.cable.rogers.com - - [01/Oct/2006:07:18:34 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Tablet PC 1.7; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04307.00; InfoPath.2; MSOffice 12)"
dialup93.dnc18.watervalley.net - - [01/Oct/2006:07:18:35 -0700] "GET /ongoing/ongoing.atom HTTP/1.1" 304 - "-" "NetNewsWire/2.0.1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)"
a80-126-63-1.adsl.xs4all.nl - - [01/Oct/2006:07:18:35 -0700] "GET /ongoing/ongoing.rss HTTP/1.0" 301 315 "-" "BlogMatrix Jaeger 1.6 (http://jaeger.blogmatrix.com)"
